,Name,Album,Artist,Popular_year,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
80,Gangsta's Paradise (feat. L.V.),Gangsta's Paradise (US Release),Coolio,1999,1995-11-07,241933,0,0.641,0.0372,0.641,0.63,0.0,0.4,-6.393,0.0521,79.955,4
81,Waterfalls,Crazysexycool,TLC,1999,1994-11-15,279506,72,0.77,0.311,0.77,0.505,7.4E-05,0.0777,-7.345,0.0828,171.798,4
82,Creep,Crazysexycool,TLC,1999,1994-11-15,268533,67,0.811,0.0193,0.811,0.458,1.41E-06,0.0526,-9.688,0.0402,92.94,4
83,Kiss from a Rose,Seal,Seal,1999,1994-05-31,288426,73,0.583,0.684,0.583,0.532,0.0,0.306,-7.11,0.0309,131.741,3
84,On Bended Knee,II,Boyz II Men,1999,1994-01-01,329800,58,0.631,0.413,0.631,0.516,0.0,0.115,-8.225,0.0353,116.654,4
85,Another Night,Another Night,Real McCoy,1999,1995-03-28,236933,60,0.813,0.0908,0.813,0.882,0.00457,0.147,-7.575,0.0402,125.983,4
86,Fantasy,Daydream,Mariah Carey,1999,1995-09-26,243493,70,0.669,0.139,0.669,0.727,0.0,0.123,-7.588,0.0353,102.322,4
87,Take a Bow,Bedtime Stories,Madonna,1999,1994-10-25,321360,53,0.568,0.417,0.568,0.366,3.39E-06,0.0664,-8.854,0.0258,79.98,4
88,Don't Take It Personal (Just One of Dem Days),Miss Thang,Monica,1999,1995-07-18,258466,57,0.731,0.00864,0.731,0.355,5.14E-05,0.0579,-12.741,0.0603,175.72,4
89,This Is How We Do It,This Is How We Do It,Montell Jordan,1999,1995-01-01,277293,57,0.775,0.042,0.775,0.606,0.0,0.523,-9.86,0.12,103.648,4
90,I Know,Wild Seed - Wild Flower,Dionne Farris,1999,1994-10-25,227826,40,0.589,0.0502,0.589,0.962,0.00225,0.242,-6.815,0.181,103.396,4
91,Water Runs Dry,II,Boyz II Men,1999,1994-01-01,201400,53,0.589,0.475,0.589,0.368,0.0,0.108,-12.979,0.0264,89.626,4
92,Freak Like Me,Do You Wanna Ride?,Adina Howard,1999,1995,253613,60,0.655,0.0262,0.655,0.837,5.85E-06,0.0454,-6.04,0.0723,91.014,4
93,Run-Around,Four,Blues Traveler,1999,1994-01-01,279800,63,0.629,0.0865,0.629,0.867,0.0,0.126,-7.307,0.0603,151.695,4
94,I Can Love You Like That,And The Music Speaks,All-4-One,1999,1995-01-01,257959,58,0.635,0.0811,0.635,0.712,0.0,0.322,-4.998,0.0283,91.024,4
95,Have You Ever Really Loved A Woman?,18 Til I Die,Bryan Adams,1999,1996-06-04,291666,69,0.57,0.536,0.57,0.478,1.33E-05,0.0931,-10.185,0.0322,145.517,3
96,Always,Cross Road,Bon Jovi,1999,1994-01-01,353026,0,0.428,0.151,0.428,0.662,1.84E-06,0.215,-5.433,0.0295,71.515,4
97,Boombastic,Boombastic,Shaggy,1999,1995-07-11,249933,67,0.867,0.242,0.867,0.538,1.75E-05,0.316,-16.183,0.361,158.328,4
98,Total Eclipse of the Heart,Secrets,Nicki French,1999,1995,235159,0,0.603,0.00682,0.603,0.789,0.0,0.11,-8.939,0.0285,136.049,4
99,You Gotta Be,I Ain't Movin',Des'ree,1999,1994-04-27,245200,65,0.627,0.211,0.627,0.669,2.72E-06,0.111,-9.985,0.0412,94.029,4